mode,AOI,analysis_type,dataset,target_year,history,required_constituent_years,training_support,target_support,complete_block_count,status,reason,RMSE,MAE,Bias,R2,Pearson_r,n
strict_aerosol,AOI-02,MULTI_AOI,primary,2025,W2023,2023,581,1735,6,ESTIMABLE,,0.05990493079842939,0.04612228575331283,0.017668246055808197,0.867324993028732,0.9379718196852979,1735
strict_aerosol,AOI-02,MULTI_AOI,sensitivity,2025,W2023,2023,371,730,5,ESTIMABLE,,0.09620630911709518,0.07253950754979113,0.025027309852214973,0.44150307756505136,0.7744203346359575,730
strict_aerosol,AOI-02,MULTI_AOI,primary,2025,W2024,2024,1521,1735,30,ESTIMABLE,,0.06036333920061194,0.04643628868475326,0.01851721413142559,0.8652866953465363,0.9379718196852976,1735
strict_aerosol,AOI-02,MULTI_AOI,sensitivity,2025,W2024,2024,548,730,20,ESTIMABLE,,0.08413545558246695,0.06463738430045667,0.007992737996597075,0.5728584900384325,0.7761794113783548,730
strict_aerosol,AOI-02,MULTI_AOI,primary,2025,W2022_2023,2022;2023,1550,1735,6,ESTIMABLE,,0.057445153399661025,0.044310577682450246,0.006946180346448518,0.8779969284805731,0.9379718196852981,1735
strict_aerosol,AOI-02,MULTI_AOI,sensitivity,2025,W2022_2023,2022;2023,1030,730,5,ESTIMABLE,,0.08803500436483853,0.06758517596062101,0.009944644166523539,0.5323462110834429,0.7756948865221486,730
strict_aerosol,AOI-02,MULTI_AOI,primary,2025,W2023_2024,2023;2024,1097,1735,6,ESTIMABLE,,0.06229136122061421,0.048331183741156074,0.024997207653105778,0.85654370169073,0.9379718196852976,1735
strict_aerosol,AOI-02,MULTI_AOI,sensitivity,2025,W2023_2024,2023;2024,532,730,5,ESTIMABLE,,0.09609545362138498,0.07176686548696994,0.034077476189115816,0.4427894128142349,0.7757472509268962,730
strict_aerosol,AOI-02,MULTI_AOI,primary,2025,W2022_2024,2022;2023;2024,2066,1735,6,ESTIMABLE,,0.058589343207418466,0.04528700034517385,0.013381155985120569,0.8730884241914783,0.9379718196852973,1735
strict_aerosol,AOI-02,MULTI_AOI,sensitivity,2025,W2022_2024,2022;2023;2024,1191,730,5,ESTIMABLE,,0.08840199170868589,0.06731989609754754,0.01581650962591239,0.5284391120505592,0.7760198967741846,730
strict_aerosol,AOI-03,MULTI_AOI,primary,2025,W2022,2022,10030,9322,35,ESTIMABLE,,0.03677964098060397,0.027741850141007246,0.0074635677135337685,0.861954340963434,0.9317552096621348,9322
strict_aerosol,AOI-03,MULTI_AOI,sensitivity,2025,W2022,2022,7970,7562,34,ESTIMABLE,,0.03921410366524307,0.028491647587933086,0.010971196153311812,0.8395206064949314,0.9236983322178096,7562
strict_aerosol,AOI-03,MULTI_AOI,primary,2025,W2023,2023,8852,9322,35,ESTIMABLE,,0.044698311799913404,0.03624244392798886,0.025383832364633707,0.7961127704998615,0.9314587026513985,9322
strict_aerosol,AOI-03,MULTI_AOI,sensitivity,2025,W2023,2023,4161,7562,35,ESTIMABLE,,0.04033806955388707,0.029896763894108305,0.014326181970219835,0.8301893555631177,0.923692551458289,7562
strict_aerosol,AOI-03,MULTI_AOI,primary,2025,W2024,2024,10134,9322,35,ESTIMABLE,,0.03783313456293764,0.029275904775324452,0.011605758503079183,0.8539328911020295,0.9315467673418729,9322
strict_aerosol,AOI-03,MULTI_AOI,sensitivity,2025,W2024,2024,8614,7562,35,ESTIMABLE,,0.04098911296340194,0.030342113933703747,0.015499361636414234,0.8246637438571889,0.9236963197995758,7562
strict_aerosol,AOI-03,MULTI_AOI,primary,2025,W2022_2023,2022;2023,18882,9322,35,ESTIMABLE,,0.03959787148675906,0.031013048484901207,0.015827627468282528,0.8399884003757282,0.9315861157282401,9322
strict_aerosol,AOI-03,MULTI_AOI,sensitivity,2025,W2022_2023,2022;2023,12126,7562,34,ESTIMABLE,,0.03958556951819057,0.028948062843661804,0.012142117988767626,0.8364658401107531,0.9236965628818455,7562
strict_aerosol,AOI-03,MULTI_AOI,primary,2025,W2023_2024,2023;2024,18986,9322,35,ESTIMABLE,,0.04036082175725066,0.032027633365550506,0.017861925425941595,0.8337629653842307,0.9314929312459389,9322
strict_aerosol,AOI-03,MULTI_AOI,sensitivity,2025,W2023_2024,2023;2024,12775,7562,35,ESTIMABLE,,0.04075061571719557,0.03020069451471246,0.015123996974606133,0.82669821366821,0.9236945655175087,7562
strict_aerosol,AOI-03,MULTI_AOI,primary,2025,W2022_2024,2022;2023;2024,29016,9322,35,ESTIMABLE,,0.03885535937353348,0.0303184931299491,0.014269369794490519,0.8459329938398575,0.9315690216747432,9322
strict_aerosol,AOI-03,MULTI_AOI,sensitivity,2025,W2022_2024,2022;2023;2024,20734,7562,34,ESTIMABLE,,0.04013488530853096,0.029512699390954508,0.013569110799672159,0.83189573130237,0.9236963085498525,7562
